place,post_label,person_name,party,image_url
,,Abelard Tahiri,PDK,"/Data/Images/AbelardTahiri_AyHBrcpuYP.JPG"
,,Adelina Grainca,LVV,"/Data/Images/AdelinaGrainca_uuLF6fVdhN.JPG"
,,Adem Hodža,JGP,"/Data/Images/AdemHodza_yUKvWsraCX.JPG"
,,Adnan Rrustemi,LVV,"/Data/Images/AdnanRrustemi_tzCBgVbtpc.JPG"
,,Adriana Matoshi,LVV,"/Data/Images/AdrianaMatoshi_bYk5fNmdk5.JPG"
,,Agim Veliu,LDK,"/Data/Images/AgimVeliu_298KDy6pg9.JPG"
,,Agon Batusha,LVV,"/Data/Images/AgonBatusha_wjVDwUuqTG.JPG"
,,Alban Bajrami,LVV,"/Data/Images/AlbanBajrami_VTxuBMS2Un.JPG"
,,Albana Bytyqi,AAK,"/Data/Images/AlbanaBytyqi_pTgJMSwbUj.JPG" 
,,Albena Reshitaj,AAK,"/Data/Images/AlbenaReshitaj_kDKDPzcAcg.JPG"
,,Anton Quni,LDK,"/Data/Images/AntonQuni_Mm5xh5Tt3G.JPG" 
,,Arben Gashi,LDK,"/Data/Images/ArbenGashi_kBdLch9Kra.JPG"
,,Arb&#235;r Rexhaj,LVV,"/Data/Images/ArberRexhaj_GGXmUY3962.JPG" 
,,Arb&#235;resh&#235; Kryeziu Hyseni,LVV,"/Data/Images/ArbershKryeziu-Hyseni_4sL3veujDe.JPG"
,,Ardian Gola,LVV,"/Data/Images/ArdianGola_FqN2zWng3b.JPG"
,,Ardian Kastrati,PDK,"/Data/Images/ArdianKastrati_zHwjV869d8.JPG"
,,Ariana Musliu Shoshi,PDK,"/Data/Images/ArianaMusliuShoshi_ppM45YgzTY.jpeg"
,,Arijeta Rexhepi,LVV,"/Data/Images/ArijetaRexhepi_CGEB4ttXAb.JPG"
,,Arjeta Fejza,LVV,"/Data/Images/ArjetaFejza_9MC9tKF262.JPG"
,,Armend Muja,LVV,"/Data/Images/ArmendMuja_mxnurrmaTh.jpg"
,,Armend Zemaj,LDK,"/Data/Images/ArmendZemaj_qtBPXRyxBA.JPG" 
,,Arta Bajralija,LVV,"/Data/Images/ArtaBajralija_zas2dLtVay.JPG"
,,Artan Abrashi,LVV,"/Data/Images/ArtanAbrashi_gLNqfR9x5Y.JPG" 
,,Avdullah Hoti,LDK,"/Data/Images/AvdullahHoti_mSWzmFd5Ds.JPG"
,,Avni Dehari,LVV,"/Data/Images/AvniDehari_CVTUtTMySH.JPG"
,,Bahrim Šabani,VK,"/Data/Images/BahrimSabani_kcrvrkKPGq.JPG" 
,,Behgjet Pacolli,LDK,"/Data/Images/BehxhetPacolli_6gpgjngETV.JPG" 
,,Bek&#235; Berisha,AAK,"/Data/Images/BekeBerisha_n4rtSMggCT.JPG"
,,Bekim Arifi,PAI,"/Data/Images/BekimArifi_RdwYYjMRCT.JPG" 
,,Bekim Haxhiu,PDK,"/Data/Images/BekimHaxhiu_K3TU54hnBc.JPG" 
,,Besian Mustafa,LDK,"/Data/Images/BesianMustafa_nJbERPYSHq.JPG"
,,Besim Muzaqi,LVV,"/Data/Images/BesimMuzaqi_tE9RqgwUxM.jpg"
,,Besnik Tahiri,AAK,"/Data/Images/BesnikTahiri_WDPDwUHvth.JPG"
,,Biljana Maksić,SL,"/Data/Images/BiljanaMaksic_rvxVMz8GxY.jpg"
,,Blerta Deliu,PDK,"/Data/Images/BlertaDeliu_bUrvN4LeJx.JPG"
,,Burim Meta,LVV,"/Data/Images/BurimKarameta_DjAy4gG2qF.JPG"
,,Cvetko Veljković,GI SPO,"/Data/Images/CvetkoVeljkovic_F6zauznWET.jpg"
,,Dimal Basha,LVV,"/Data/Images/DimalBasha_H68hRABksk.JPG"
,,Doarsa Kica-Xhelili,LDK,"/Data/Images/DoarsaKica_A2cTkUaPbf.jpg"
,,Driton Millaku,LDK,"/Data/Images/DritaMillaku_Cxzgcmry8V.jpg"
,,Driton Hyseni,LVV,"/Data/Images/DritonHyseni_kUJRVV6bEr.JPG"
,,Driton Selmanaj,LDK,"/Data/Images/DritonSelmanaj_qTycG82M9g.JPG" 
,,Duda Balje,SDU,"/Data/Images/DudaBalje_PPyzLgkGA6.JPG" 
,,Ekrem Mustafa,LVV,"/Data/Images/EkremMustafa_zsHf6KvRFB.jpg" 
,,Eliza Hoxha,PDK,"/Data/Images/ElizaHoxha_WSuyg8durb.JPG" 
,,Elmi Re&#231;ica,PDK,"/Data/Images/ElmiRecica_2JmSHRzcCd.JPG" 
,,Eman Rrahmani,LVV,"/Data/Images/EmanRrahmani_qTdpJT392s.JPG" 
,,Enis Kervan,KDTP,"/Data/Images/EnisKervan_WTBGuUuayb.JPG" 
,,Enver Dugolli,LVV,"/Data/Images/EnverDugolli_rF5yJUCdUR.jpg" 
,,Enver Haliti,LVV,"/Data/Images/EnverHaliti_ueXAuEgttt.JPG" 
,,Enver Hoxhaj,PDK,"/Data/Images/EnverHoxhaj_pVJSgfMwqy.JPG" 
,,Erxhan Galushi,LPRK,"/Data/Images/ErxhanGalushi_3cc2keLPTE.JPG" 
,,Fadil Gashi,RI,"/Data/Images/FadilGashi_PYqx8ENc4B.JPG" 
,,Fatmir Humolli,LVV,"/Data/Images/FatmirHumolli_hS2mDjHvC3.jpg" 
,,Fatmire Koll&#231;aku,LVV,"/Data/Images/FatmireKollcaku_XLFkpRMGC5.JPG" 
,,Ferat Shala,PDK,"/Data/Images/FeratShala_P2fY9tEfRc.JPG" 
,,Fidan Jilta,KDTP,"/Data/Images/FidanJilta_28qCrwXb8G.JPG" 
,,Fitim Haziri,LVV,"/Data/Images/FitimHaziri_DwSGF9Utpg.JPG" 
,,Fitim Uka,LVV,"/Data/Images/FitimUka_pLHFqLXeG2.JPG" 
,,Fitore Pacolli-Dalipi,LVV,"/Data/Images/FitorePacolli-Dalipi_EzcEaa98J5.JPG" 
,,Fjolla Ujkani,LVV,"/Data/Images/FjollaUjkani_S9dFTahDe2.JPG" 
,,Floret&#235; Zejnullahu,PDK,"/Data/Images/FloreteZejnullahu_dagbgnJjca.JPG" 
,,Fridon Lala,IRDK,"/Data/Images/FridonLala_vBzxERkvaP.jpg" 
,,Gani Krasniqi,LVV,"/Data/Images/GaniKrasniqi_bKBenS2Wzz.JPG" 
,,Ganimete Musliu,PDK,"/Data/Images/Ganimete_Musliu_yeqJHxcfBE.jpg" 
,,Gazmend Gjyshinca,LVV,"/Data/Images/GazmendGjyshinca_GXGbzV8Hd2.JPG" 
,,Glauk Konjufca,LVV,"/Data/Images/GlaukKonjufca_Xm4rmxwCy4.jfif" 
,,Gramoz Agusholli,LVV,"/Data/Images/GramozAgusholli_PMGCJjB5eT.JPG" 
,,Hajdar Beqa,PDK,"/Data/Images/HajdarBeqa_WGRWxJ5vHE.JPG"
,,Haki Abazi,AAK,"/Data/Images/HakiAbazi_mCNUqbcGsp.JPG"
,,Halil Thaçi,LVV,"/Data/Images/HalilThaci_VCbTedj2Aq.jpg"
,,Haxhi Avdyli,LVV,"/Data/Images/HaxhiAvdyli_JTugD9mw4u.JPG"
,,Hisen Berisha,PDK,"/Data/Images/HisenBerisha_cuYvEYN28L.jpg"
,,Hydajet Hyseni Kaloshi,LVV,"/Data/Images/HydajetHyseni-Kaloshi_EXBAK8uEad.JPG"
,,Hykmete Bajrami,LDK,"/Data/Images/HykmeteBajrami_rugfmu68hU.JPG"
,,Isak Shabani,PDK,"/Data/Images/IsakShabani_q8RszmcEUV.JPG"
,,Jahja Kokaj,LVV,"/Data/Images/JahjaKoka_MHGjkJEDUu.JPG"
,,Jeta Statovci,LVV,"/Data/Images/JetaStatovci_c5NUtgHrrv.JPG"
,,Jetmire Vrenezi,LVV,"/Data/Images/JetmireVrenezi_Na6y3kDgcM.JPG"
,,Ksenija Bozovic,SL,"/Data/Images/KsenijaBozovic_6XVBqzPSMb.jpg"
,,Kujtim Shala,LDK,"/Data/Images/KujtimShala_FCujKSLKDM.JPG"
,,Labinotë Demi - Murtezi,LVV,"/Data/Images/LabinoteDemi-Murtezi_znWXAAc4N6.JPG"
,,Luan Aliu,LVV,"/Data/Images/LuanAliu_urcDJ3RfyY.JPG"
,,Lumir Abdixhiku,LDK,"/Data/Images/LumirAbdixhiku_4MeKXKugBe.JPG"
,,Marigona Geci,LDK,"/Data/Images/MarigonaGeci_KDYbkzy8FR.JPG"
,,Mefail Bajqinovci,LVV,"/Data/Images/MefailBajqinovci_CbD6B9ppth.JPG"
,,Memli Krasniqi,PDK,"/Data/Images/MemliKrasniqi_MEVdtUFdkv.bmp"
,,Mergim Lushtaku,PDK,"/Data/Images/MergimLushtaku_VAsKTf2dCE.JPG"
,,Milan Joksimović,SL,"/Data/Images/MilanJoksimovic_xvSgn52hzD.jpg"
,,Milan Kostić,SL,"/Data/Images/MilanKostic_J6h9yVUfjq.jpg"
,,Milazim Salijaj,LVV,"/Data/Images/MilazimSalijaj_mSC9zzshkM.JPG"
,,Mimoza Kusari - Lila,LVV,"/Data/Images/MimozaKusari-Lila_9ueffPajjF.JPG"
,,Mirlinda Tishukaj - Sadiku,LVV,"/Data/Images/MirlindaSadiku_gfMSMw5Usa.JPG"
,,Mirsad Shkreta,LVV,"/Data/Images/MirsadShkreta_TPtkMsaaSY.JPG"
,,Nasuf Bejta,LVV,"/Data/Images/NasufBejta_2xjtmwcHCz.jpg"
,,Nenad Radenković,SL,"/Data/Images/NenadRadenkovic_YuLxSGSrsy.jpg"
,,Nijazi Isaku,LVV,"/Data/Images/NijaziIsaku_D2tu46GXnE.JPG"
,,Olivera Zdravković,SL,"/Data/Images/OliveraZdravkovic_pMvmgeVjvd.jpg"
